Content,General Category,Specific Category,
"Approaches to NLP
NLP combines the power of computational linguistics together with machine learning algorithms and deep learning. Computational linguistics uses data science to analyze language and speech. It includes two main types of analysis: syntactical analysis and semantical analysis. Syntactical analysis determines the meaning of a word, phrase or sentence by parsing the syntax of the words and applying preprogrammed rules of grammar. Semantical analysis uses the syntactic output to draw meaning from the words and interpret their meaning within the sentence structure.

The parsing of words can take one of two forms. Dependency parsing looks at the relationships between words, such as identifying nouns and verbs, while constituency parsing then builds a parse tree (or syntax tree): a rooted and ordered representation of the syntactic structure of the sentence or string of words. The resulting parse trees underly the functions of language translators and speech recognition. Ideally, this analysis makes the output—either text or speech—understandable to both NLP models and people.

Self-supervised learning (SSL) in particular is useful for supporting NLP because NLP requires large amounts of labeled data to train AI models. Because these labeled datasets require time-consuming annotation—a process involving manual labeling by humans—gathering sufficient data can be prohibitively difficult. Self-supervised approaches can be more time-effective and cost-effective, as they replace some or all manually labeled training data.
 
Three different approaches to NLP include:

Rules-based NLP
The earliest NLP applications were simple if-then decision trees, requiring preprogrammed rules. They are only able to provide answers in response to specific prompts, such as the original version of Moviefone, which had rudimentary natural language generation (NLG) capabilities. Because there is no machine learning or AI capability in rules-based NLP, this function is highly limited and not scalable.

Statistical NLP
Developed later, statistical NLP automatically extracts, classifies and labels elements of text and voice data and then assigns a statistical likelihood to each possible meaning of those elements. This relies on machine learning, enabling a sophisticated breakdown of linguistics such as part-of-speech tagging.
 
Statistical NLP introduced the essential technique of mapping language elements—such as words and grammatical rules—to a vector representation so that language can be modeled by using mathematical (statistical) methods, including regression or Markov models. This informed early NLP developments such as spellcheckers and T9 texting (Text on 9 keys, to be used on Touch-Tone telephones).

Deep learning NLP
Recently, deep learning models have become the dominant mode of NLP, by using huge volumes of raw, unstructured data—both text and voice—to become ever more accurate. Deep learning can be viewed as a further evolution of statistical NLP, with the difference that it uses neural network models. There are several subcategories of models:

Sequence-to-Sequence (seq2seq) models: Based on recurrent neural networks (RNN), they have mostly been used for machine translation by converting a phrase from one domain (such as the German language) into the phrase of another domain (such as English).

Transformer models: They use tokenization of language (the position of each token—words or subwords) and self-attention (capturing dependencies and relationships) to calculate the relation of different language parts to one another. Transformer models can be efficiently trained by using self-supervised learning on massive text databases. A landmark in transformer models was Google’s bidirectional encoder representations from transformers (BERT), which became and remains the basis of how Google’s search engine works.

Autoregressive models: This type of transformer model is trained specifically to predict the next word in a sequence, which represents a huge leap forward in the ability to generate text. Examples of autoregressive LLMs include GPT, Llama, Claude and the open-source Mistral.

Foundation models: Prebuilt and curated foundation models can speed the launching of an NLP effort and boost trust in its operation. For example, the IBM® Granite™ foundation models are widely applicable across industries. They support NLP tasks including content generation and insight extraction. Additionally, they facilitate retrieval-augmented generation, a framework for improving the quality of response by linking the model to external sources of knowledge. The models also perform named entity recognition which involves identifying and extracting key information in a text.",technical,,Artificial Intelligence
"Benefits of NLP
NLP makes it easier for humans to communicate and collaborate with machines, by allowing them to do so in the natural human language they use every day. This offers benefits across many industries and applications.

Automation of repetitive tasks
Improved data analysis and insights
Enhanced search
Content generation",technical,,Artificial Intelligence
"What is NLP?
Natural language processing (NLP) is a subfield of computer science and artificial intelligence (AI) that uses machine learning to enable computers to understand and communicate with human language.

NLP enables computers and digital devices to recognize, understand and generate text and speech by combining computational linguistics—the rule-based modeling of human language—together with statistical modeling, machine learning and deep learning.

NLP research has helped enable the era of generative AI, from the communication skills of large language models (LLMs) to the ability of image generation models to understand requests. NLP is already part of everyday life for many, powering search engines, prompting chatbots for customer service with spoken commands, voice-operated GPS systems and question-answering digital assistants on smartphones such as Amazon’s Alexa, Apple’s Siri and Microsoft’s Cortana.

NLP also plays a growing role in enterprise solutions that help streamline and automate business operations, increase employee productivity and simplify business processes.",technical,,Artificial Intelligence
"from machine learning
As our article on deep learning explains, deep learning is a subset of machine learning. The primary difference between machine learning and deep learning is how each algorithm learns and how much data each type of algorithm uses.

Deep learning automates much of the feature extraction piece of the process, eliminating some of the manual human intervention required. It also enables the use of large data sets, earning the title of scalable machine learning. That capability is exciting as we explore the use of unstructured data further, particularly since over 80% of an organization’s data is estimated to be unstructured.

Observing patterns in the data allows a deep-learning model to cluster inputs appropriately. Taking the same example from earlier, we might group pictures of pizzas, burgers and tacos into their respective categories based on the similarities or differences identified in the images. A deep-learning model requires more data points to improve accuracy, whereas a machine-learning model relies on less data given its underlying data structure. Enterprises generally use deep learning for more complex tasks, like virtual assistants or",technical,,Artificial Intelligence
"These computer science terms are often used interchangeably, but what differences make each a unique technology?

Technology is becoming more embedded in our daily lives by the minute. To keep up with the pace of consumer expectations, companies are relying more heavily on machine learning algorithms to make things easier. You can see its application in social media (through object recognition in photos) or in talking directly to devices (such as Alexa or Siri).

While artificial intelligence (AI), machine learning (ML), deep learning and neural networks are related technologies, the terms are often used interchangeably, which frequently leads to confusion about their differences. This blog post clarifies some of the ambiguity.",technical,,Artificial Intelligence
"Technological approaches to AGI
Goertzel and Pennachin state that there are at least three basic technological approaches to AGI systems, in terms of algorithms and model architectures.

Close emulation of the human brain in software: Given that the human brain is the only system we’re aware of that’s capable of general intelligence, a near-perfect emulation of it would theoretically yield similar intelligence. While artificial neural networks superficially replicate the brain’s basic mechanisms, the actual workings of the brain are far more varied and sophisticated than current deep learning models. Beyond the technological challenge of truly emulating the brain, this approach also requires a greater understanding of the brain’s machinations than we currently have.17

A novel model architecture, distinct from both the brain and from narrow AI architectures: This approach assumes that the brain is not the only structure conducive to general intelligence and that existing approaches to narrow AI can’t transcend their technological or conceptual limitations. AGI would thus require a new type of artificial intelligence. For example, LeCun has proposed eschewing autoregressive and other generative, probabilistic AI model architectures in favor of “Objective-Driven AI Systems” (link resides outside ibm.com) whose “world models” learn more like animals and children do.

An integrative approach, synthesizing narrow AI algorithms: This approach is the focus of most current real-world initiatives to achieve AGI, attempting to knit together the isolated progress that has been made on narrow AI tools such as LLMs, image models and reinforcement learning agents. Current multimodal models could be viewed as intermediate steps on this path. These integrative approaches typically use a central “agent” model—often an LLM—to navigate a decision-making process and automate the delegation of sub-tasks to specialist models.
 ",technical,,Artificial Intelligence
"Are LLMs already AGI?
Some researchers, such as Blase Agüera y Arcas and Peter Norvig, have argued that advanced LLMs such as Meta’s Llama, Open AI’s GPT and Anthropic’s Claude have already achieved AGI. They posit that generality is the key element of AGI and that today’s models can already discuss a wide range of topics, perform a wide range of tasks and process a diverse array of multimodal inputs. “’General intelligence’ must be thought of in terms of a multidimensional scorecard,” they posit. “Not a single yes or no proposition.”14

There are many detractors to this position. The authors of the DeepMind paper argue that generality itself does not qualify as AGI: it must be paired with a certain degree of performance. For example, if an LLM can write code, but that code isn’t reliable, then that generality “is not yet sufficiently performant.”

Yann LeCun, Meta’s chief AI scientist, has stated that LLMs lack AGI because they don’t have common sense: they can’t think before they act, can’t perform actions in the real world or learn through embodied experience and lack persistent memory and capacity for hierarchical planning.15 On a more fundamental level, LeCun and Jacob Browning have argued that “a system trained on language alone will never approximate human intelligence, even if trained from now until the heat death of the universe.”",technical,,Artificial Intelligence
"AGI vs. strong AI
""Strong AI,"" a concept discussed prominently in the work of philosopher John Searle, refers to an AI system demonstrating consciousness and serves mostly as a counterpoint to weak AI. While strong AI is generally analogous to AGI (and weak AI is generally analogous to narrow AI), they are not mere synonyms of one another.

In essence, whereas weak AI is simply a tool to be used by a conscious mind—that is, a human being—strong AI is itself a conscious mind. Though it is typically implied that this consciousness would entail a corresponding intelligence equal or superior to that of human beings, strong AI is not explicitly concerned with relative performance on various tasks. The two concepts are often conflated because consciousness is usually taken to be either a prerequisite or a consequence of “general intelligence.”

Despite their similarities, AGI and strong AI ultimately describe complementary concepts, rather than identical concepts.",technical,,Artificial Intelligence
"What are the technologies driving artificial general intelligence research?
AGI remains a distant goal for researchers. Efforts to build AGI systems are ongoing and encouraged by emerging developments. The following sections describe emerging technologies. 

Deep learning 
Deep learning is an AI discipline that focuses on training neural networks with multiple hidden layers to extract and understand complex relationships from raw data. AI experts use deep learning to build systems capable of understanding text, audio, images, video, and other information types. For example, developers use Amazon SageMaker to build lightweight deep learning models for the Internet of Things (IoT) and mobile devices. 

Generative AI
Generative artificial intelligence (generative AI) is a subset of deep learning wherein an AI system can produce unique and realistic content from learned knowledge. Generative AI models train with massive datasets, which enables them to respond to human queries with text, audio, or visuals that naturally resemble human creations. For example, LLMs from AI21 Labs, Anthropic, Cohere, and Meta are generative AI algorithms that organizations can use to solve complex tasks. Software teams use Amazon Bedrock to deploy these models quickly on the cloud without provisioning servers. 

NLP
Natural language processing (NLP) is a branch of AI that allows computer systems to understand and generate human language. NLP systems use computational linguistics and machine learning technologies to turn language data into simple representations called tokens and understand their contextual relationship. For example, Amazon Lex is an NLP engine that allows organizations to build conversational ai chatbots.  

Computer vision 
Computer vision is a technology that allows systems to extract, analyze, and comprehend spatial information from visual data. Self-driving cars use computer vision models to analyze real-time feeds from cameras and navigate the vehicle safely away from obstacles. Deep learning technologies allow computer vision systems to automate large-scale object recognition, classification, monitoring, and other image-processing tasks. For example, engineers use Amazon Rekognition to automate image analysis for various computer vision applications. 

Robotics
Robotics is an engineering discipline wherein organizations can build mechanical systems that automatically perform physical maneuvers. In AGI, robotics systems allow machine intelligence to manifest physically. It is pivotal for introducing the sensory perception and physical manipulation capabilities that AGI systems require. For example, embedding a robotic arm with AGI may allow the arm to sense, grasp, and peel oranges as humans do. When researching AGI, engineering teams use AWS RoboMaker to simulate robotic systems virtually before assembling them. ",technical,,Artificial Intelligence
"What is artificial general intelligence?
Artificial general intelligence (AGI) is a field of theoretical AI research that attempts to create software with human-like intelligence and the ability to self-teach. The aim is for the software to be able to perform tasks that it is not necessarily trained or developed for. 

Current artificial intelligence (AI) technologies all function within a set of pre-determined parameters. For example, AI models trained in image recognition and generation cannot build websites. AGI is a theoretical pursuit to develop AI systems that possess autonomous self-control, a reasonable degree of self-understanding, and the ability to learn new skills. It can solve complex problems in settings and contexts that were not taught to it at the time of its creation. AGI with human abilities remains a theoretical concept and research goal.

What is the difference between artificial intelligence and artificial general intelligence?
Over the decades, AI researchers have charted several milestones that significantly advanced machine intelligence—even to degrees that mimic human intelligence in specific tasks. For example, AI summarizers use machine learning (ML) models to extract important points from documents and generate an understandable summary. AI is thus a computer science discipline that enables software to solve novel and difficult tasks with human-level performance. 

In contrast, an AGI system can solve problems in various domains, like a human being, without manual intervention. Instead of being limited to a specific scope, AGI can self-teach and solve problems it was never trained for. AGI is thus a theoretical representation of a complete artificial intelligence that solves complex tasks with generalized human cognitive abilities. 

Some computer scientists believe that AGI is a hypothetical computer program with human comprehension and cognitive capabilities. AI systems can learn to handle unfamiliar tasks without additional training in such theories. Alternately, AI systems that we use today require substantial training before they can handle related tasks within the same domain. For example, you must fine-tune a pre-trained large language model (LLM) with medical datasets before it can operate consistently as a medical chatbot. ",technical,,Artificial Intelligence
"Image Processing Techniques and Tools
In image processing, the toolkit includes a range of software and algorithms specifically designed for modifying images. This includes:

Software like Photoshop and GIMP, for manual edits such as retouching and resizing.

Algorithms for automated tasks like histogram equalization for contrast adjustment and filters for noise reduction and edge enhancement.",technical,,Artificial Intelligence
"What is Image Processing?
The Art of Beautifying Images
Imagine you have a photograph that isn’t quite perfect – maybe it’s too dark, or the colors are dull. Image processing is like a magic wand that transforms this photo into a better version. It involves altering or improving digital images using various methods and tools. Think of it as editing a photo to make it look more appealing or to highlight certain features. It’s all about changing the image itself.

What is Computer Vision?
Teaching Computers to Interpret Images
Now, imagine a robot looking at the same photograph. Unlike humans, it doesn’t naturally understand what it’s seeing. This is where computer vision comes in. It’s like teaching the robot to recognize and understand the content of the image – is it a picture of a cat, a car, or a tree? Computer vision doesn’t change the image. Instead, it tries to make sense of it, much like how our brain interprets what our eyes see.

Core Principles & Techniques
Computer Vision (CV): Seeing Beyond the Surface
In the realm of Computer Vision, the goal is to teach computers to understand and interpret visual information from the world around them. Let’s explore some of the key principles and techniques that make this possible:

Pattern Recognition
Think of this as teaching a computer to play a game of ‘spot the difference’. By recognizing patterns, computers can identify similarities and differences in images. This skill is crucial for tasks like facial recognition or identifying objects in a scene.

Deep Learning
Deep Learning is like giving a computer a very complex brain that learns from examples. By feeding it thousands, or even millions, of images, a computer learns to identify and understand various elements in these images. This is the backbone of modern computer vision, enabling machines to recognize objects, people, and even emotions.

Object Detection
This is where computers get really smart. Object detection is about identifying specific objects within an image. It’s like teaching a computer to not just see a scene, but to understand what each part of that scene is. For instance, in a street scene, it can distinguish cars, people, trees, and buildings.

Image Processing: Transforming Pixels into Perfection
In the world of Image Processing, the magic lies in altering and enhancing images to make them more useful or visually appealing. Let’s break down some of the fundamental principles and techniques:

Image Enhancement
This is like giving a makeover to an image. Image enhancement can brighten up a dark photo, bring out hidden details, or make colors pop. It’s all about improving the look and feel of an image to make it more pleasing or informative.

Filtering
Imagine sifting through the ‘noise’ to find the real picture. Image filtering involves removing or reducing unwanted elements from an image, like blurring, smoothening rough edges, or sharpening blurry parts. It helps in cleaning up the image to highlight the important features.

Transformation Techniques
This is where an image can take on a new shape or form. Transformation techniques might include resizing an image, rotating it, or even warping it to change perspective. It’s like reshaping the image to fit a specific purpose or requirement.

These techniques form the toolbox of image processing, enabling us to manipulate and enhance images in countless ways.

Distinctions Between Computer Vision and Image Processing
Image Processing: Visual Perfection
The primary aim of image processing is to improve image quality. Whether it’s enhancing contrast, adjusting colors, or smoothing edges, the focus is on making the image more visually appealing or suitable for further use. It’s about transforming the raw image into a refined version of itself.

What is image processing? Image processing is the process of transforming an image into a digital form and performing certain operations to get some useful information from it. The image processing system usually treats all images as 2D signals when applying certain predetermined signal processing methods",technical,,Artificial Intelligence
"Scaling AI infrastructure out and up
To support the growing computational demand of modern workloads, AI clusters must be scaled both out (via network fabrics) and up (within the rack).

Ultra Ethernet addresses the former, providing high-performance, vendor-agnostic links for connecting up to a million nodes within a massive AI network. And UALink addresses the latter, providing high-speed, low-latency links for connecting more than a thousand AI accelerators. 

AI infrastructure Ultra Ethernet UALink
These open, industry-standard protocols make it possible to expand processing performance and scale without vendor lock-in, giving flexibility and investment protection to those building and modernizing hyperscale data centers and high-performance computing (HPC) environments.

As an active member of the Ultra Ethernet Consortium (UEC) and UALink Consortium (UAC), we are helping shape and drive these emerging standards that will spur the next generation of AI and HPC architectures.

The industry’s first Ultra Ethernet and UALink IP solutions
Synopsys is addressing the need for high-bandwidth, low-latency interconnects with the introduction of Ultra Ethernet IP and UALink IP solutions, which provide the interfaces needed to scale today’s and tomorrow’s AI and HPC architectures.

Built on silicon-proven technology, our Ultra Ethernet IP solution will enable a blistering bandwidth of 1.6 Tbps with ultra-low latency for scaling (out) massive AI networks. And our UALink IP solution will deliver up to 200 Gbps per lane and memory sharing capabilities to scale (up) accelerator connectivity. 

Ultra Ethernet UALink IP
Based on our industry-leading, best-in-class Ethernet and PCIe IP — which have helped deliver more than 5,000 successful tapeouts — both solutions reduce risk and accelerate time-to-market for those developing next-gen semiconductors, systems-on-chip (SoCs), and AI accelerators with Ultra Ethernet and UALink interconnects.

Synopsys is at the forefront of AI and HPC design innovation, offering the industry’s broadest portfolio of high-speed interface IP. With complete, secure IP solutions for PCIe 7.0, 1.6T Ethernet, CXL, HBM, UCIe, and now Ultra Ethernet and UALink, we are enabling new levels of AI and HPC performance, scalability, efficiency, and interoperability.

 ",technical,,Artificial Intelligence
"Boosting Image and Video Inference Efficiency
Unsurprisingly, there are now many purpose-built transformers that support image and video inference with increased accuracy. Meta’s TimeSformer, for example, achieves the best reported numbers on several challenging action recognition benchmarks, including the Kinetics-400 action recognition data set. Moreover, compared with modern 3D CNNs, TimeSformer is approximately three times faster to train and requires less than one-tenth the amount of compute resources for inference. The sheer scalability of TimeSformer enables the training of large models on extended video clips and opens the door for companies to design more intelligent edge AI systems.

Designed for surveillance video anomaly detection (SVAD), TransCNN is a hybrid transformer and CNN mechanism that leverages spatial and temporal information from surveillance videos to detect anomalous events. TransCNN detects anomalies with a high level of accuracy by combining an efficient backbone CNN model for spatial feature extraction with a transformer-based model that learns long-term temporal relationships between different complex surveillance events. TransCNN outperforms other state-of-the-art approaches, achieving high AUC values of 94.6%, 98.4%, and 89.6% on the ShanghaiTech, UCSD Ped2 and CUHK avenue datasets, respectively.

Optimizing AR/VR Applications
Vision transformer models are also helping system designers optimize AR and VR applications. For example, a research team at the University of Science and Technology of China recently combined a transformer-based encoder with a CNN-based decoder to improve conventional depth estimation. Dubbed monocular depth estimation (MDE), the hybrid technique efficiently recovers the depth value of each pixel from a single RGB image. When pitted against NYU Depth V2 (indoor) and KITTI (outdoor) benchmarks, MDE achieves top performance scores on both quantitative and qualitative evaluations.

Another team of researchers from Stanford University, NVIDIA, and the University of Hong Kong developed the transformer-based COPILOT to predict and avoid collisions for people immersed in AR and VR environments. To train COPILOT, the research team developed a synthetic data generation framework that generates videos of virtual humans moving and colliding within diverse 3D scenarios. Extensive testing demonstrates COPILOT successfully generalizes unseen synthetic as well as real-world scenes, with outputs that can be harnessed to further improve downstream collision avoidance.

Accelerating Both CNNs and Transformers
Although most current AI accelerators are optimized for CNNs, many of them are not ideal for transformers, as the latter demands considerable compute capabilities and memory resources to perform complex calculations and support sparsity. Optimized for both CNNs and transformers, the ARC  NPX6 NPU IP is an accelerator that efficiently enables high-performance edge AI use cases within a minimal power envelope by:

Integrating hardware and software connectivity features for multiple NPU instances to achieve up to 3,500 tera operations per second (TOPS) of performance on a single SoC
Delivering, in a single instance, up to 250 TOPS at 1.3 GHz on 5nm processes in worst-case conditions, or up to 440 TOPS by using sparsity, which increases performance while decreasing energy demands of executing a neural network
Seamlessly scaling from 4K to 96K multiply–accumulate operations (MACs)
Offering optional 16-bit floating-point support inside the neural processing hardware to maximize layer performance and simplify the transition from GPUs used for AI prototyping to high-volume power- and area-optimized SoCs
The ARC NPX6 NPU IP is paired with the Synopsys ARC® MetaWare MX Development Toolkit which includes compilers and debugger, neural network software development kit (SDK), virtual platforms SDK, runtimes and libraries, and advanced simulation models. To help designers accelerate time to market, the toolkit automatically compiles and optimizes models for CNNs, transformers, recommenders, recurrent neural networks (RNNs), and long short-term memory networks (LSTMs).",technical,,Artificial Intelligence
"AI Transformers + Neural Networks = Amazing Vision Processing
Demand for AI capabilities in a variety of products is growing, and nowhere is this more evident than in computational imaging. The ubiquity of cameras integrated into smartphones (and delivery of high-quality images) has paved the way for cameras to be included in everything from doorbells to medical devices. There are dual branches in computational imaging:

Computational photography, which involves the capture and processing of images using digital computation
And computer vision, which involves the creation of digital systems that can process, analyze, and make sense of visual data as humans can
AI-driven computer vision technology is proving to be essential for delivering accurate, real-time, high-resolution imagery. Traditionally, convolutional neural networks (CNNs) were the dominant algorithm in computer vision applications. Neural networks have been commonly used for object detections and are now playing an important role in image quality improvement, taking over tasks that were once done by digital signal processors. For example, because they can embed knowledge of what a good image should look like, neural networks can upscale video streams to 4x the resolution via super resolution networks, and they can be used to reduce noise and enhance low light performance. Features such as blur reduction, high dynamic range, and wide dynamic range are also within the realm of AI-driven computer vision capabilities.

Now, AI transformers—originally developed for natural language processing such as translation and question answering—are emerging as the highest accuracy option. Transformers, based on a self-attention mechanism, are better at learning complex patterns for accurate object detection than CNNs, and therefore can better understand context. Used together with CNNs, the combination of the two deep-learning models can significantly enhance computer vision and image processing accuracy.",technical,,Artificial Intelligence
"Applications of Embedded Vision
Embedded vision has been limited to low-end camera applications due to constraints in processing abilities.

With the more advanced processors available now, data-hungry applications like robotics can now use embedded vision to enable navigation, obstacle detection, and object recognition.

Here are some notable applications of embedded vision:

autonomous car
Smart Traffic Management
Embedded cameras can be integrated into traffic management systems to monitor and analyze traffic conditions in real time. They enable license plate recognition, traffic flow analysis, and incident detection. This helps optimize traffic flow, improve road safety, and enhance overall transportation efficiency.

Robotics
Embedded vision plays a crucial role in enabling various robotic applications. Robots equipped with embedded vision can navigate their environment, detect obstacles, and recognize objects for manipulation and interaction. This technology is utilized in robotic arms, pick-and-place robots, autonomous vehicles, and other robotic systems across industries.

Precision Agriculture and Vertical Farming
Embedded vision is employed in agricultural applications to optimize farming processes. It enables automated weed detection and removal, precise planting, crop monitoring, and harvesting. In vertical farming, embedded vision systems assist in maintaining optimal growing conditions and monitoring plant health, leading to increased productivity and resource efficiency.

Smart City Solutions
Embedded vision contributes to the development of smart city infrastructure. It is used in smart traffic management systems, intelligent street lighting solutions, and surveillance systems for public safety and security. Embedded vision helps in monitoring traffic patterns, managing energy consumption, and enhancing surveillance capabilities.

Healthcare and Life Sciences
Embedded vision technology finds applications in the healthcare and life sciences fields. It enables advanced imaging techniques, such as fluorescence microscopy, allowing for detailed cellular imaging and analysis. Embedded vision also facilitates patient monitoring, dermatoscopy for skin condition assessment, and eye diagnosis for ophthalmology applications.
",technical,,Artificial Intelligence
"In the case of embedded vision, processing capabilities are integrated directly into the vision device. This allows them to “see” and interpret visual data on-device and on-board, and provide useful insights. This offers several advantages: compactness, lower cost of operations, and real-time responsiveness.

Embedded vision systems are commonly found in devices such as drones, autonomous vehicles, smart traffic devices, and other innovative Internet of Things (IoT) devices. They enable autonomous decision-making based on visual information by integrating vision processing capabilities into these devices. This is made possible by integrating embedded cameras with processors such as TI Jacinto TDA4VM, NVIDIA Jetson Orin, NXP i.MX8, etc.

The ability to process data on-device or on-board makes embedded vision systems more compact and easier to use once integrated, providing greater flexibility and efficiency in various applications.",technical,,Artificial Intelligence
"Machine vision enables computers or machines to “see” and interpret visual information. It involves using cameras, image processing software, and hardware components to capture, analyze, and make decisions based on visual data.

Machine vision systems often utilize industrial or commercial PCs to handle the computational workload involved with the processing of image data. These robust PCs are equipped with specialized hardware and software that enable efficient image analysis and provide the necessary computing power for complex machine vision tasks. Typically, a machine vision system includes:

 Cameras: These are mostly specialized industrial cameras designed for specific applications. These cameras capture images or video footage that are then processed by the host system.

Components of a machine vision system

Image Processing Software: While some machine vision cameras are plug-and-play, a few others might need software applications specifically designed for image analysis and processing. These software programs use AI/ML based computer vision algorithms to analyze and extract relevant information from images for purposes such as object recognition, measurement, or defect detection.
Lighting and Optics: Proper lighting and optics play a crucial role in machine vision systems to ensure high-quality image capture. Various types of lighting techniques, such as LED lighting or infrared illumination, are used to optimize image visibility and contrast.
Hardware Components: Machine vision systems may include additional hardware components like frame grabbers, interface cards, or specialized processors to facilitate data transfer and accelerate image processing tasks.
Machine vision is used in a wide range of industries for applications such as quality control in manufacturing, object recognition and sorting, robotics and automation, and surveillance and security.",technical,,Artificial Intelligence
"If you have a camera and you wanted to detect the movement of an object, how would you track it? Lets take the example of a lightbulb which is a more more straight forward example. First we would need to sample some of the pixels. While most of the pixels would appear dark or “0”, when we hit sampled a pixel with the lightbulb, its value would appear bright at some value close to “255”. Now we don’t want to have to sample every pixel of the screen all of the time when we know the object will likely move a distance relative to its current position. Thus we also need a way to store information on where we found the light bulb — using x and y coordinates.

First we need to be able to determine when colors are similar to one another because if we sample any portion of the light bulb it may not be exactly “255”, it could also be “250”. Or perhaps our lightbulb is a more complex color than white.",technical,,Artificial Intelligence
"Computer vision is an interdisciplinary field that deals with how computers can be made for gaining high-level understanding from digital images or videos. From the perspective of engineering, it seeks to automate tasks that the human visual system can do.

Referencing Your Webcam
To get started you will need this library to capture video feed from your camera: Sketch > Library > Import Library > Movie Library

Capture — captures live feed from a camera source or webcam
Video — takes in a video source
Capture and Video have the same functionality as a PImage",technical,,Artificial Intelligence
"Supervised Learning 

bookmark_border
 
Supervised learning's tasks are well-defined and can be applied to a multitude of scenarios—like identifying spam or predicting precipitation.

Foundational supervised learning concepts
Supervised machine learning is based on the following core concepts:

Data
Model
Training
Evaluating
Inference
Data
Data is the driving force of ML. Data comes in the form of words and numbers stored in tables, or as the values of pixels and waveforms captured in images and audio files. We store related data in datasets. For example, we might have a dataset of the following:

Images of cats
Housing prices
Weather information
Datasets are made up of individual examples that contain features and a label. You could think of an example as analogous to a single row in a spreadsheet. Features are the values that a supervised model uses to predict the label. The label is the ""answer,"" or the value we want the model to predict. In a weather model that predicts rainfall, the features could be latitude, longitude, temperature, humidity, cloud coverage, wind direction, and atmospheric pressure. The label would be rainfall amount.

Examples that contain both features and a label are called labeled examples.

Two labeled examples

Placeholder image.

In contrast, unlabeled examples contain features, but no label. After you create a model, the model predicts the label from the features.

Two unlabeled examples

Placeholder image.

Dataset characteristics
A dataset is characterized by its size and diversity. Size indicates the number of examples. Diversity indicates the range those examples cover. Good datasets are both large and highly diverse.

Some datasets are both large and diverse. However, some datasets are large but have low diversity, and some are small but highly diverse. In other words, a large dataset doesn’t guarantee sufficient diversity, and a dataset that is highly diverse doesn't guarantee sufficient examples.

For instance, a dataset might contain 100 years worth of data, but only for the month of July. Using this dataset to predict rainfall in January would produce poor predictions. Conversely, a dataset might cover only a few years but contain every month. This dataset might produce poor predictions because it doesn't contain enough years to account for variability.

Check Your Understanding
What attributes of a dataset would be ideal to use for ML?
Small size / Low diversity
Large size / Low diversity
Small size / High diversity
Large size / High diversity
A dataset can also be characterized by the number of its features. For example, some weather datasets might contain hundreds of features, ranging from satellite imagery to cloud coverage values. Other datasets might contain only three or four features, like humidity, atmospheric pressure, and temperature. Datasets with more features can help a model discover additional patterns and make better predictions. However, datasets with more features don't always produce models that make better predictions because some features might have no causal relationship to the label.

Model
In supervised learning, a model is the complex collection of numbers that define the mathematical relationship from specific input feature patterns to specific output label values. The model discovers these patterns through training.

Training
Before a supervised model can make predictions, it must be trained. To train a model, we give the model a dataset with labeled examples. The model's goal is to work out the best solution for predicting the labels from the features. The model finds the best solution by comparing its predicted value to the label's actual value. Based on the difference between the predicted and actual values—defined as the loss—the model gradually updates its solution. In other words, the model learns the mathematical relationship between the features and the label so that it can make the best predictions on unseen data.

For example, if the model predicted 1.15 inches of rain, but the actual value was .75 inches, the model modifies its solution so its prediction is closer to .75 inches. After the model has looked at each example in the dataset—in some cases, multiple times—it arrives at a solution that makes the best predictions, on average, for each of the examples.

The following demonstrates training a model:

The model takes in a single labeled example and provides a prediction.

An image of a model making a prediction.

Figure 1. An ML model making a prediction from a labeled example.

 

The model compares its predicted value with the actual value and updates its solution.

An image of a model comparing its prediction with actual value.

Figure 2. An ML model updating its predicted value.

 

The model repeats this process for each labeled example in the dataset.

An image of a model repeating the process of its prediction versus the actual value.

Figure 3. An ML model updating its predictions for each labeled example in the training dataset.

 

In this way, the model gradually learns the correct relationship between the features and the label. This gradual understanding is also why large and diverse datasets produce a better model. The model has seen more data with a wider range of values and has refined its understanding of the relationship between the features and the label.

During training, ML practitioners can make subtle adjustments to the configurations and features the model uses to make predictions. For example, certain features have more predictive power than others. Therefore, ML practitioners can select which features the model uses during training. For example, suppose a weather dataset containstime_of_day as a feature. In this case, an ML practitioner can add or remove time_of_day during training to see whether the model makes better predictions with or without it.

Evaluating
We evaluate a trained model to determine how well it learned. When we evaluate a model, we use a labeled dataset, but we only give the model the dataset's features. We then compare the model's predictions to the label's true values.

An image showing a trained model having its predictions compared against actual values.

Figure 4. Evaluating an ML model by comparing its predictions to the actual values.

 

Depending on the model's predictions, we might do more training and evaluating before deploying the model in a real-world application.

Check Your Understanding
Why does a model need to be trained before it can make predictions?
A model needs to be trained to learn the mathematical relationship between the features and the label in a dataset.
A model needs to be trained so it won't require data to make a prediction.
A model doesn't need to be trained. Models are available on most computers.
Inference
Once we're satisfied with the results from evaluating the model, we can use the model to make predictions, called inferences, on unlabeled examples. In the weather app example, we would give the model the current weather conditions—like temperature, atmospheric pressure, and relative humidity—and it would predict the amount of rainfall.",technical,,Artificial Intelligence
